4.444000000000000000e+05 6.832000000000000182e-04 0.000000000000000000e+00
4.443560000000000000e+05 6.819680000000000273e-04 1.000000000000000021e-02
4.443120000000000000e+05 6.807360000000000364e-04 2.000000000000000042e-02
4.442680000000000000e+05 6.795040000000000455e-04 2.999999999999999889e-02
4.442240000000000000e+05 6.782719999999999461e-04 4.000000000000000083e-02
4.441800000000000000e+05 6.770399999999999552e-04 5.000000000000000278e-02
4.441360000000000000e+05 6.758079999999999643e-04 5.999999999999999778e-02
4.440920000000000000e+05 6.745759999999999734e-04 7.000000000000000666e-02
4.440480000000000000e+05 6.733439999999999825e-04 8.000000000000000167e-02
4.440040000000000000e+05 6.721119999999999916e-04 8.999999999999999667e-02
4.439600000000000000e+05 6.708800000000000006e-04 1.000000000000000056e-01
4.439160000000000000e+05 6.696480000000000097e-04 1.100000000000000006e-01
4.438720000000000000e+05 6.684160000000000188e-04 1.199999999999999956e-01
4.438280000000000000e+05 6.671840000000000279e-04 1.300000000000000044e-01
4.437840000000000000e+05 6.659520000000000370e-04 1.400000000000000133e-01
4.437400000000000000e+05 6.647200000000000461e-04 1.499999999999999944e-01
4.436960000000000000e+05 6.634879999999999467e-04 1.600000000000000033e-01
4.436520000000000000e+05 6.622559999999999558e-04 1.700000000000000122e-01
4.436080000000000000e+05 6.610239999999999649e-04 1.799999999999999933e-01
4.435640000000000000e+05 6.597919999999999740e-04 1.900000000000000022e-01
4.435200000000000000e+05 6.585599999999999831e-04 2.000000000000000111e-01
4.434760000000000000e+05 6.573279999999999922e-04 2.099999999999999922e-01
4.434320000000000000e+05 6.560960000000000012e-04 2.200000000000000011e-01
4.433880000000000000e+05 6.548640000000000103e-04 2.300000000000000100e-01
4.433440000000000000e+05 6.536320000000000194e-04 2.399999999999999911e-01
4.433000000000000000e+05 6.524000000000000285e-04 2.500000000000000000e-01
4.432560000000000000e+05 6.511680000000000376e-04 2.600000000000000089e-01
4.432120000000000000e+05 6.499360000000000467e-04 2.700000000000000178e-01
4.431680000000000000e+05 6.487039999999999473e-04 2.800000000000000266e-01
4.431240000000000000e+05 6.474719999999999564e-04 2.899999999999999800e-01
4.430800000000000000e+05 6.462399999999999655e-04 2.999999999999999889e-01
4.430360000000000000e+05 6.450079999999999746e-04 3.099999999999999978e-01
4.429920000000000000e+05 6.437759999999999837e-04 3.200000000000000067e-01
4.429480000000000000e+05 6.425439999999999928e-04 3.300000000000000155e-01
4.429040000000000000e+05 6.413120000000000018e-04 3.400000000000000244e-01
4.428600000000000000e+05 6.400800000000000109e-04 3.499999999999999778e-01
4.428160000000000000e+05 6.388480000000000200e-04 3.599999999999999867e-01
4.427720000000000000e+05 6.376160000000000291e-04 3.699999999999999956e-01
4.427280000000000000e+05 6.363840000000000382e-04 3.800000000000000044e-01
4.426840000000000000e+05 6.351520000000000473e-04 3.900000000000000133e-01
4.426400000000000000e+05 6.339199999999999479e-04 4.000000000000000222e-01
4.425960000000000000e+05 6.326879999999999570e-04 4.099999999999999756e-01
4.425520000000000000e+05 6.314559999999999661e-04 4.199999999999999845e-01
4.425080000000000000e+05 6.302239999999999752e-04 4.299999999999999933e-01
4.424640000000000000e+05 6.289919999999999843e-04 4.400000000000000022e-01
4.424200000000000000e+05 6.277599999999999934e-04 4.500000000000000111e-01
4.423760000000000000e+05 6.265280000000000024e-04 4.600000000000000200e-01
4.423320000000000000e+05 6.252960000000000115e-04 4.699999999999999734e-01
4.422880000000000000e+05 6.240640000000000206e-04 4.799999999999999822e-01
4.422440000000000000e+05 6.228320000000000297e-04 4.899999999999999911e-01
4.422000000000000000e+05 6.216000000000000388e-04 5.000000000000000000e-01
4.421560000000000000e+05 6.203680000000000479e-04 5.100000000000000089e-01
4.421120000000000000e+05 6.191359999999999485e-04 5.200000000000000178e-01
4.420680000000000000e+05 6.179039999999999576e-04 5.300000000000000266e-01
4.420240000000000000e+05 6.166719999999999667e-04 5.400000000000000355e-01
4.419800000000000000e+05 6.154399999999999758e-04 5.500000000000000444e-01
4.419360000000000000e+05 6.142079999999999849e-04 5.600000000000000533e-01
4.418920000000000000e+05 6.129759999999999940e-04 5.699999999999999512e-01
4.418480000000000000e+05 6.117440000000000030e-04 5.799999999999999600e-01
4.418040000000000000e+05 6.105120000000000121e-04 5.899999999999999689e-01
4.417600000000000000e+05 6.092800000000000212e-04 5.999999999999999778e-01
4.417160000000000000e+05 6.080480000000000303e-04 6.099999999999999867e-01
4.416720000000000000e+05 6.068160000000000394e-04 6.199999999999999956e-01
4.416280000000000000e+05 6.055840000000000485e-04 6.300000000000000044e-01
4.415840000000000000e+05 6.043519999999999491e-04 6.400000000000000133e-01
4.415400000000000000e+05 6.031199999999999582e-04 6.500000000000000222e-01
4.414960000000000000e+05 6.018879999999999673e-04 6.600000000000000311e-01
4.414520000000000000e+05 6.006559999999999764e-04 6.700000000000000400e-01
4.414080000000000000e+05 5.994239999999999855e-04 6.800000000000000488e-01
4.413640000000000000e+05 5.981919999999999946e-04 6.899999999999999467e-01
4.413200000000000000e+05 5.969600000000000036e-04 6.999999999999999556e-01
4.412760000000000000e+05 5.957280000000000127e-04 7.099999999999999645e-01
4.412320000000000000e+05 5.944960000000000218e-04 7.199999999999999734e-01
4.411880000000000000e+05 5.932640000000000309e-04 7.299999999999999822e-01
4.411440000000000000e+05 5.920320000000000400e-04 7.399999999999999911e-01
4.411000000000000000e+05 5.908000000000000491e-04 7.500000000000000000e-01
4.410560000000000000e+05 5.895679999999999497e-04 7.600000000000000089e-01
4.410120000000000000e+05 5.883359999999999588e-04 7.700000000000000178e-01
4.409680000000000000e+05 5.871039999999999679e-04 7.800000000000000266e-01
4.409240000000000000e+05 5.858719999999999770e-04 7.900000000000000355e-01
4.408800000000000000e+05 5.846399999999999861e-04 8.000000000000000444e-01
4.408360000000000000e+05 5.834079999999999952e-04 8.100000000000000533e-01
4.407920000000000000e+05 5.821760000000000043e-04 8.199999999999999512e-01
4.407480000000000000e+05 5.809440000000000133e-04 8.299999999999999600e-01
4.407040000000000000e+05 5.797120000000000224e-04 8.399999999999999689e-01
4.406600000000000000e+05 5.784800000000000315e-04 8.499999999999999778e-01
4.406160000000000000e+05 5.772480000000000406e-04 8.599999999999999867e-01
4.405720000000000000e+05 5.760160000000000497e-04 8.699999999999999956e-01
4.405280000000000000e+05 5.747839999999999503e-04 8.800000000000000044e-01
4.404840000000000000e+05 5.735519999999999594e-04 8.900000000000000133e-01
4.404400000000000000e+05 5.723199999999999685e-04 9.000000000000000222e-01
4.403960000000000000e+05 5.710879999999999776e-04 9.100000000000000311e-01
4.403520000000000000e+05 5.698559999999999867e-04 9.200000000000000400e-01
4.403080000000000000e+05 5.686239999999999958e-04 9.300000000000000488e-01
4.402640000000000000e+05 5.673920000000000049e-04 9.399999999999999467e-01
4.402200000000000000e+05 5.661600000000000139e-04 9.499999999999999556e-01
4.401760000000000000e+05 5.649280000000000230e-04 9.599999999999999645e-01
4.401320000000000000e+05 5.636960000000000321e-04 9.699999999999999734e-01
4.400880000000000000e+05 5.624640000000000412e-04 9.799999999999999822e-01
4.400440000000000000e+05 5.612320000000000503e-04 9.899999999999999911e-01
4.400000000000000000e+05 5.599999999999999509e-04 1.000000000000000000e+00
4.399560000000000000e+05 5.587679999999999600e-04 9.899999999999999911e-01
4.399120000000000000e+05 5.575359999999999691e-04 9.799999999999999822e-01
4.398680000000000000e+05 5.563039999999999782e-04 9.699999999999999734e-01
4.398240000000000000e+05 5.550719999999999873e-04 9.599999999999999645e-01
4.397800000000000000e+05 5.538399999999999964e-04 9.499999999999999556e-01
4.397360000000000000e+05 5.526080000000000055e-04 9.399999999999999467e-01
4.396920000000000000e+05 5.513760000000000145e-04 9.300000000000000488e-01
4.396480000000000000e+05 5.501440000000000236e-04 9.200000000000000400e-01
4.396040000000000000e+05 5.489120000000000327e-04 9.100000000000000311e-01
4.395600000000000000e+05 5.476800000000000418e-04 9.000000000000000222e-01
4.395160000000000000e+05 5.464480000000000509e-04 8.900000000000000133e-01
4.394720000000000000e+05 5.452159999999999515e-04 8.800000000000000044e-01
4.394280000000000000e+05 5.439839999999999606e-04 8.699999999999999956e-01
4.393840000000000000e+05 5.427519999999999697e-04 8.599999999999999867e-01
4.393400000000000000e+05 5.415199999999999788e-04 8.499999999999999778e-01
4.392960000000000000e+05 5.402879999999999879e-04 8.399999999999999689e-01
4.392520000000000000e+05 5.390559999999999970e-04 8.299999999999999600e-01
4.392080000000000000e+05 5.378240000000000061e-04 8.199999999999999512e-01
4.391640000000000000e+05 5.365920000000000151e-04 8.100000000000000533e-01
4.391200000000000000e+05 5.353600000000000242e-04 8.000000000000000444e-01
4.390760000000000000e+05 5.341280000000000333e-04 7.900000000000000355e-01
4.390320000000000000e+05 5.328960000000000424e-04 7.800000000000000266e-01
4.389880000000000000e+05 5.316640000000000515e-04 7.700000000000000178e-01
4.389440000000000000e+05 5.304319999999999521e-04 7.600000000000000089e-01
4.389000000000000000e+05 5.291999999999999612e-04 7.500000000000000000e-01
4.388560000000000000e+05 5.279679999999999703e-04 7.399999999999999911e-01
4.388120000000000000e+05 5.267359999999999794e-04 7.299999999999999822e-01
4.387680000000000000e+05 5.255039999999999885e-04 7.199999999999999734e-01
4.387240000000000000e+05 5.242719999999999976e-04 7.099999999999999645e-01
4.386800000000000000e+05 5.230400000000000067e-04 6.999999999999999556e-01
4.386360000000000000e+05 5.218080000000000157e-04 6.899999999999999467e-01
4.385920000000000000e+05 5.205760000000000248e-04 6.800000000000000488e-01
4.385480000000000000e+05 5.193440000000000339e-04 6.700000000000000400e-01
4.385040000000000000e+05 5.181120000000000430e-04 6.600000000000000311e-01
4.384600000000000000e+05 5.168800000000000521e-04 6.500000000000000222e-01
4.384160000000000000e+05 5.156479999999999527e-04 6.400000000000000133e-01
4.383720000000000000e+05 5.144159999999999618e-04 6.300000000000000044e-01
4.383280000000000000e+05 5.131839999999999709e-04 6.199999999999999956e-01
4.382840000000000000e+05 5.119519999999999800e-04 6.099999999999999867e-01
4.382400000000000000e+05 5.107199999999999891e-04 5.999999999999999778e-01
4.381960000000000000e+05 5.094879999999999982e-04 5.899999999999999689e-01
4.381520000000000000e+05 5.082560000000000073e-04 5.799999999999999600e-01
4.381080000000000000e+05 5.070240000000000163e-04 5.699999999999999512e-01
4.380640000000000000e+05 5.057920000000000254e-04 5.600000000000000533e-01
4.380200000000000000e+05 5.045600000000000345e-04 5.500000000000000444e-01
4.379760000000000000e+05 5.033280000000000436e-04 5.400000000000000355e-01
4.379320000000000000e+05 5.020960000000000527e-04 5.300000000000000266e-01
4.378880000000000000e+05 5.008639999999999533e-04 5.200000000000000178e-01
4.378440000000000000e+05 4.996319999999999624e-04 5.100000000000000089e-01
4.378000000000000000e+05 4.983999999999999715e-04 5.000000000000000000e-01
4.377560000000000000e+05 4.971679999999999806e-04 4.899999999999999911e-01
4.377120000000000000e+05 4.959359999999999897e-04 4.799999999999999822e-01
4.376680000000000000e+05 4.947039999999999988e-04 4.699999999999999734e-01
4.376240000000000000e+05 4.934720000000000079e-04 4.600000000000000200e-01
4.375800000000000000e+05 4.922400000000000169e-04 4.500000000000000111e-01
4.375360000000000000e+05 4.910080000000000260e-04 4.400000000000000022e-01
4.374920000000000000e+05 4.897760000000000351e-04 4.299999999999999933e-01
4.374480000000000000e+05 4.885440000000000442e-04 4.199999999999999845e-01
4.374040000000000000e+05 4.873119999999999991e-04 4.099999999999999756e-01
4.373600000000000000e+05 4.860800000000000082e-04 4.000000000000000222e-01
4.373160000000000000e+05 4.848480000000000172e-04 3.900000000000000133e-01
